gene_short_name	num_cells_expressed
CABLES1	CABLES1	0
TMEM241	TMEM241	5
RP11-17J14.2	RP11-17J14.2	0
RIOK3	RIOK3	12
C18orf8	C18orf8	10
NPC1	NPC1	3
ANKRD29	ANKRD29	1
LAMA3	LAMA3	0
RP11-403A21.1	RP11-403A21.1	0
TTC39C	TTC39C	65
RP11-403A21.2	RP11-403A21.2	11
RP11-403A21.3	RP11-403A21.3	0
RP11-799B12.2	RP11-799B12.2	0
CABYR	CABYR	4
RP11-799B12.4	RP11-799B12.4	0
OSBPL1A	OSBPL1A	0
RP11-621L6.2	RP11-621L6.2	0
RP11-621L6.3	RP11-621L6.3	0
IMPACT	IMPACT	13
HRH4	HRH4	0
RP11-178F10.2	RP11-178F10.2	0
RP11-178F10.3	RP11-178F10.3	0
RP11-449D8.1	RP11-449D8.1	0
RP11-449D8.2	RP11-449D8.2	0
RP11-449D8.5	RP11-449D8.5	0
RP11-958F21.1	RP11-958F21.1	0
RP11-958F21.3	RP11-958F21.3	0
ZNF521	ZNF521	1
CTD-2006O16.2	CTD-2006O16.2	0
SS18	SS18	1
PSMA8	PSMA8	1
TAF4B	TAF4B	4
RP11-107K17.1	RP11-107K17.1	0
KCTD1	KCTD1	0
AQP4-AS1	AQP4-AS1	0
U3	U3	0
RP11-17A19.2	RP11-17A19.2	0
RP11-552O4.1	RP11-552O4.1	0
AQP4	AQP4	0
CHST9	CHST9	0
RP11-57J16.1	RP11-57J16.1	0
RP11-739N10.1	RP11-739N10.1	0
RP11-26N15.2	RP11-26N15.2	0
RP11-612A1.1	RP11-612A1.1	0
CDH2	CDH2	0
AC015933.2	AC015933.2	0
RP11-510D21.1	RP11-510D21.1	0
CTD-2515C13.2	CTD-2515C13.2	0
RP11-784B15.1	RP11-784B15.1	0
RP11-675P14.1	RP11-675P14.1	0
RP11-25I11.1	RP11-25I11.1	0
DSC3	DSC3	0
RP11-408H20.1	RP11-408H20.1	0
DSC2	DSC2	0
RP11-408H20.2	RP11-408H20.2	0
DSC1	DSC1	1
RP11-408H20.3	RP11-408H20.3	0
DSG1	DSG1	0
RP11-534N16.1	RP11-534N16.1	0
DSG4	DSG4	0
DSG3	DSG3	0
RP11-650P15.1	RP11-650P15.1	0
DSG2	DSG2	0
RP11-75N4.2	RP11-75N4.2	0
TTR	TTR	0
B4GALT6	B4GALT6	0
RP11-549B18.1	RP11-549B18.1	0
SLC25A52	SLC25A52	0
TRAPPC8	TRAPPC8	2
RP11-210K20.2	RP11-210K20.2	0
RP11-326K13.4	RP11-326K13.4	4
RNF125	RNF125	22
RP11-53I6.3	RP11-53I6.3	4
RNF138	RNF138	38
RP11-53I6.4	RP11-53I6.4	0
GAREM	GAREM	0
MEP1B	MEP1B	0
RP11-344B2.2	RP11-344B2.2	0
AC021224.1	AC021224.1	0
RP11-386P4.1	RP11-386P4.1	0
KLHL14	KLHL14	4
AC012123.1	AC012123.1	0
RP11-746B8.1	RP11-746B8.1	0
CCDC178	CCDC178	0
RP11-680N20.1	RP11-680N20.1	0
RP11-258B16.1	RP11-258B16.1	0
ASXL3	ASXL3	0
NOL4	NOL4	0
RP11-379L18.1	RP11-379L18.1	0
DTNA	DTNA	0
RP11-138H11.1	RP11-138H11.1	0
MAPRE2	MAPRE2	20
ZNF397	ZNF397	9
ZSCAN30	ZSCAN30	1
RP11-158H5.7	RP11-158H5.7	0
ZNF24	ZNF24	49
ZNF396	ZNF396	0
RP11-322E11.5	RP11-322E11.5	0
RP11-322E11.6	RP11-322E11.6	0
INO80C	INO80C	13
GALNT1	GALNT1	6
RP11-873E20.1	RP11-873E20.1	0
RP11-905K4.1	RP11-905K4.1	0
C18orf21	C18orf21	16
RPRD1A	RPRD1A	20
SLC39A6	SLC39A6	16
ELP2	ELP2	13
RP11-49I11.1	RP11-49I11.1	2
MOCOS	MOCOS	0
FHOD3	FHOD3	0
TPGS2	TPGS2	28
KIAA1328	KIAA1328	7
RP11-58G13.1	RP11-58G13.1	0
RP11-95O2.1	RP11-95O2.1	0
CELF4	CELF4	0
RP11-95O2.5	RP11-95O2.5	0
RP11-797E24.3	RP11-797E24.3	0
RP11-687D19.1	RP11-687D19.1	0
LINC00669	LINC00669	0
RP11-636O21.1	RP11-636O21.1	0
RP11-653G8.2	RP11-653G8.2	0
RP11-142I20.1	RP11-142I20.1	0
PIK3C3	PIK3C3	11
LINC00907	LINC00907	0
RIT2	RIT2	0
SYT4	SYT4	0
CTC-782O7.1	CTC-782O7.1	0
RP11-456K23.1	RP11-456K23.1	1
SETBP1	SETBP1	12
RP11-846C15.2	RP11-846C15.2	0
SLC14A2	SLC14A2	0
RP11-309E23.2	RP11-309E23.2	0
RP11-116O18.3	RP11-116O18.3	0
SLC14A1	SLC14A1	0
SIGLEC15	SIGLEC15	0
EPG5	EPG5	6
PSTPIP2	PSTPIP2	4
ATP5A1	ATP5A1	245
HAUS1	HAUS1	28
C18orf25	C18orf25	5
RNF165	RNF165	0
LOXHD1	LOXHD1	0
ST8SIA5	ST8SIA5	0
RP11-687F6.1	RP11-687F6.1	0
PIAS2	PIAS2	5
KATNAL2	KATNAL2	0
TCEB3CL2	TCEB3CL2	0
TCEB3CL	TCEB3CL	0
TCEB3C	TCEB3C	0
TCEB3B	TCEB3B	0
RP11-49K24.4	RP11-49K24.4	0
RP11-49K24.8	RP11-49K24.8	0
HDHD2	HDHD2	21
IER3IP1	IER3IP1	0
IER3IP1.1	IER3IP1.1	53
SKOR2	SKOR2	0
CTD-2130O13.1	CTD-2130O13.1	0
RP11-157P23.2	RP11-157P23.2	0
SMAD2	SMAD2	22
ZBTB7C	ZBTB7C	0
AC091150.1	AC091150.1	0
CTIF	CTIF	1
RP11-426J5.2	RP11-426J5.2	0
RP11-484L8.1	RP11-484L8.1	0
SMAD7	SMAD7	1
RP11-1058N17.1	RP11-1058N17.1	0
RP11-15F12.1	RP11-15F12.1	0
DYM	DYM	4
RP11-15F12.3	RP11-15F12.3	0
RP11-30L3.2	RP11-30L3.2	0
C18orf32	C18orf32	31
RPL17-C18orf32	RPL17-C18orf32	0
MIR1539	MIR1539	0
RPL17	RPL17	639
RP11-110H1.8	RP11-110H1.8	0
LIPG	LIPG	0
RP11-813F20.2	RP11-813F20.2	0
ACAA2	ACAA2	24
RP11-886H22.1	RP11-886H22.1	0
SCARNA17	SCARNA17	0
MYO5B	MYO5B	0
CCDC11	CCDC11	1
MBD1	MBD1	15
CXXC1	CXXC1	29
RP11-1030E3.1	RP11-1030E3.1	0
SKA1	SKA1	0
MAPK4	MAPK4	0
MRO	MRO	0
ME2	ME2	16
ELAC1	ELAC1	13
RP11-729L2.2	RP11-729L2.2	0
SMAD4	SMAD4	3
MEX3C	MEX3C	4
RP11-267C16.1	RP11-267C16.1	0
RP11-25O3.1	RP11-25O3.1	0
DCC	DCC	0
RP11-671P2.1	RP11-671P2.1	0
RP11-202D1.3	RP11-202D1.3	0
RP11-202D1.2	RP11-202D1.2	0
MBD2	MBD2	3
POLI	POLI	4
STARD6	STARD6	0
C18orf54	C18orf54	0
DYNAP	DYNAP	0
RAB27B	RAB27B	0
RP11-99A1.2	RP11-99A1.2	0
RP11-839G9.1	RP11-839G9.1	0
CCDC68	CCDC68	0
CTD-2171N6.1	CTD-2171N6.1	0
TCF4	TCF4	32
RP11-619L19.1	RP11-619L19.1	0
RP11-619L19.2	RP11-619L19.2	0
RP11-397A16.1	RP11-397A16.1	0
RP11-397A16.2	RP11-397A16.2	0
RP11-397A16.3	RP11-397A16.3	0
RP11-214L13.1	RP11-214L13.1	0
CTD-2008L17.1	CTD-2008L17.1	0
CTD-2008L17.2	CTD-2008L17.2	0
RP11-456O19.2	RP11-456O19.2	0
RP11-456O19.5	RP11-456O19.5	0
RP11-456O19.4	RP11-456O19.4	0
RP11-456O19.3	RP11-456O19.3	0
TXNL1	TXNL1	64
WDR7	WDR7	3
RP11-383D22.1	RP11-383D22.1	0
LINC-ROR	LINC-ROR	0
CTD-2526M8.3	CTD-2526M8.3	0
BOD1L2	BOD1L2	0
CTD-2526M8.2	CTD-2526M8.2	0
ST8SIA3	ST8SIA3	0
ONECUT2	ONECUT2	0
FECH	FECH	3
NARS	NARS	32
RP11-35G9.3	RP11-35G9.3	15
RP11-35G9.5	RP11-35G9.5	0
ATP8B1	ATP8B1	0
RP11-693L9.2	RP11-693L9.2	0
NEDD4L	NEDD4L	3
RP11-718I15.1	RP11-718I15.1	0
RP11-845C23.3	RP11-845C23.3	0
RP11-1151B14.2	RP11-1151B14.2	0
RP11-1151B14.3	RP11-1151B14.3	0
ALPK2	ALPK2	0
RP11-1151B14.4	RP11-1151B14.4	1
RP11-126O1.2	RP11-126O1.2	0
RP11-126O1.5	RP11-126O1.5	0
MALT1	MALT1	32
RP11-126O1.4	RP11-126O1.4	0
RP11-108P20.1	RP11-108P20.1	1
RP11-108P20.3	RP11-108P20.3	0
RP11-108P20.2	RP11-108P20.2	0
RP11-108P20.4	RP11-108P20.4	0
ZNF532	ZNF532	4
RP11-685A21.1	RP11-685A21.1	0
SEC11C	SEC11C	80
GRP	GRP	0
RAX	RAX	0
CPLX4	CPLX4	0
LMAN1	LMAN1	18
RP11-27G24.1	RP11-27G24.1	0
CCBE1	CCBE1	0
RP11-27G24.3	RP11-27G24.3	0
RP11-760L24.1	RP11-760L24.1	0
RP11-2N1.1	RP11-2N1.1	0
RP11-2N1.2	RP11-2N1.2	0
PMAIP1	PMAIP1	117
RP11-866E20.3	RP11-866E20.3	0
RP11-795H16.3	RP11-795H16.3	0
RP11-396N11.1	RP11-396N11.1	0
MC4R	MC4R	0
RP11-325K19.1	RP11-325K19.1	0
CDH20	CDH20	1
RP11-879F14.3	RP11-879F14.3	0
RP11-879F14.2	RP11-879F14.2	0
RP11-879F14.1	RP11-879F14.1	0
RP11-1096D5.2	RP11-1096D5.2	0
RP11-1096D5.1	RP11-1096D5.1	0
RNF152	RNF152	0
PIGN	PIGN	2
KIAA1468	KIAA1468	3
RP11-173A16.1	RP11-173A16.1	0
TNFRSF11A	TNFRSF11A	0
RP11-640A1.3	RP11-640A1.3	0
ZCCHC2	ZCCHC2	3
PHLPP1	PHLPP1	0
AC015989.1	AC015989.1	0
AC015989.2	AC015989.2	0
BCL2	BCL2	52
KDSR	KDSR	21
RP11-635N19.1	RP11-635N19.1	5
VPS4B	VPS4B	35
SERPINB5	SERPINB5	0
SERPINB12	SERPINB12	0
SERPINB13	SERPINB13	0
SERPINB4	SERPINB4	0
SERPINB3	SERPINB3	0
SERPINB7	SERPINB7	0
SERPINB2	SERPINB2	0
SERPINB10	SERPINB10	0
AC009802.1	AC009802.1	0
HMSD	HMSD	0
SERPINB8	SERPINB8	3
LINC00305	LINC00305	0
RP11-146N18.1	RP11-146N18.1	0
AC100848.1	AC100848.1	0
RP11-909B2.1	RP11-909B2.1	0
AC007948.1	AC007948.1	0
AC007631.1	AC007631.1	0
RP11-453M23.1	RP11-453M23.1	0
RP11-775G23.1	RP11-775G23.1	0
CDH7	CDH7	0
RP11-389J22.3	RP11-389J22.3	0
CDH19	CDH19	0
CTD-2541J13.1	CTD-2541J13.1	0
DSEL	DSEL	1
CTD-2541J13.2	CTD-2541J13.2	0
RP11-638L3.1	RP11-638L3.1	0
RP11-28O3.2	RP11-28O3.2	0
RP11-638L3.3	RP11-638L3.3	0
RP11-659F24.1	RP11-659F24.1	0
RP11-526H11.1	RP11-526H11.1	0
RP11-421N8.2	RP11-421N8.2	0
RP11-128D14.1	RP11-128D14.1	0
TMX3	TMX3	7
CCDC102B	CCDC102B	5
RP11-106E15.1	RP11-106E15.1	0
RP11-861L17.3	RP11-861L17.3	0
RP11-674P19.2	RP11-674P19.2	0
DOK6	DOK6	0
RP11-465I4.2	RP11-465I4.2	0
RP11-543H23.2	RP11-543H23.2	0
CD226	CD226	4
RTTN	RTTN	1
SOCS6	SOCS6	0
RP11-41O4.1	RP11-41O4.1	0
RP11-484N16.1	RP11-484N16.1	0
RP11-41O4.2	RP11-41O4.2	0
GTSCR1	GTSCR1	2
RP11-384E22.1	RP11-384E22.1	0
RP11-47G4.2	RP11-47G4.2	0
RP11-510D19.1	RP11-510D19.1	0
RP11-723G8.2	RP11-723G8.2	0
RP11-723G8.1	RP11-723G8.1	0
RP11-736G13.1	RP11-736G13.1	0
CBLN2	CBLN2	0
NETO1	NETO1	1
RP11-676J15.1	RP11-676J15.1	8
RP11-169F17.1	RP11-169F17.1	0
RP11-126K15.1	RP11-126K15.1	0
RP11-25L3.3	RP11-25L3.3	0
FBXO15	FBXO15	1
TIMM21	TIMM21	13
RP11-669I1.1	RP11-669I1.1	0
CYB5A	CYB5A	68
C18orf63	C18orf63	0
RP11-231E4.2	RP11-231E4.2	0
FAM69C	FAM69C	0
CNDP2	CNDP2	41
CNDP1	CNDP1	0
RP11-231E4.3	RP11-231E4.3	0
LINC00909	LINC00909	11
ZNF407	ZNF407	1
ZADH2	ZADH2	15
TSHZ1	TSHZ1	2
RP11-321M21.3	RP11-321M21.3	0
SMIM21	SMIM21	0
RP11-321M21.1	RP11-321M21.1	0
RP11-704C2.1	RP11-704C2.1	0
RP11-173L6.1	RP11-173L6.1	0
RP11-357H3.1	RP11-357H3.1	0
RP11-94B19.6	RP11-94B19.6	0
RP11-94B19.1	RP11-94B19.1	0
RP11-94B19.5	RP11-94B19.5	0
RP11-94B19.2	RP11-94B19.2	0
RP11-94B19.7	RP11-94B19.7	0
RP11-94B19.3	RP11-94B19.3	0
RP11-94B19.4	RP11-94B19.4	0
ZNF516	ZNF516	1
RP11-504I13.3	RP11-504I13.3	0
RP11-17M16.2	RP11-17M16.2	0
RP11-17M16.1	RP11-17M16.1	0
LINC00908	LINC00908	0
LINC00683	LINC00683	0
RP11-111H3.3	RP11-111H3.3	0
AC034110.1	AC034110.1	0
RP11-162A12.2	RP11-162A12.2	0
ZNF236	ZNF236	4
RP11-862L9.3	RP11-862L9.3	3
MBP	MBP	35
RP11-751H17.1	RP11-751H17.1	0
GALR1	GALR1	0
RP11-176N18.2	RP11-176N18.2	0
RP11-63N3.1	RP11-63N3.1	0
LINC01029	LINC01029	0
RP11-671C19.2	RP11-671C19.2	0
RP11-100K18.1	RP11-100K18.1	0
RP11-451L19.1	RP11-451L19.1	0
RP11-123I22.1	RP11-123I22.1	0
RP11-715C4.1	RP11-715C4.1	0
CTD-2382H12.2	CTD-2382H12.2	0
CTD-2382H12.1	CTD-2382H12.1	0
RP11-849I19.1	RP11-849I19.1	0
SALL3	SALL3	0
ATP9B	ATP9B	7
RP11-1136J12.1	RP11-1136J12.1	0
RP11-800A18.4	RP11-800A18.4	0
NFATC1	NFATC1	37
AC018445.1	AC018445.1	0
RP11-567M16.2	RP11-567M16.2	0
RP11-567M16.3	RP11-567M16.3	0
CTDP1	CTDP1	10
RP11-567M16.5	RP11-567M16.5	0
RP11-154H12.2	RP11-154H12.2	0
RP11-154H12.3	RP11-154H12.3	0
KCNG2	KCNG2	0
PQLC1	PQLC1	9
HSBP1L1	HSBP1L1	18
TXNL4A	TXNL4A	76
RP11-795F19.5	RP11-795F19.5	0
RBFA	RBFA	29
ADNP2	ADNP2	0
AC139100.2	AC139100.2	3
PARD6G	PARD6G	0
AC139100.3	AC139100.3	0
DEFB125	DEFB125	0
DEFB126	DEFB126	0
DEFB127	DEFB127	0
DEFB128	DEFB128	0
DEFB129	DEFB129	0
DEFB132	DEFB132	0
RP5-1103G7.10	RP5-1103G7.10	0
C20orf96	C20orf96	0
ZCCHC3	ZCCHC3	1
RP5-1103G7.4	RP5-1103G7.4	0
SOX12	SOX12	3
NRSN2	NRSN2	2
TRIB3	TRIB3	10
RBCK1	RBCK1	99
TBC1D20	TBC1D20	6
CSNK2A1	CSNK2A1	27
TCF15	TCF15	0
SRXN1	SRXN1	0
RP5-850E9.3	RP5-850E9.3	0
SCRT2	SCRT2	0
SLC52A3	SLC52A3	0
FAM110A	FAM110A	23
ANGPT4	ANGPT4	0
RSPO4	RSPO4	0
PSMF1	PSMF1	63
TMEM74B	TMEM74B	0
C20orf202	C20orf202	0
RAD21L1	RAD21L1	0
SNPH	SNPH	0
SDCBP2	SDCBP2	1
SDCBP2-AS1	SDCBP2-AS1	3
AL136531.1	AL136531.1	0
RP11-314N13.3	RP11-314N13.3	0
FKBP1A	FKBP1A	141
NSFL1C	NSFL1C	64
SIRPB2	SIRPB2	0
SIRPD	SIRPD	0
RP4-576H24.4	RP4-576H24.4	0
SIRPB1	SIRPB1	1
SIRPG	SIRPG	26
RP11-77C3.3	RP11-77C3.3	0
RP5-968J1.1	RP5-968J1.1	0
SIRPA	SIRPA	0
RP4-684O24.5	RP4-684O24.5	0
PDYN	PDYN	0
STK35	STK35	2
RP11-128M1.1	RP11-128M1.1	0
TGM3	TGM3	0
TGM6	TGM6	0
SNRPB	SNRPB	234
RP4-734P14.4	RP4-734P14.4	0
ZNF343	ZNF343	3
TMC2	TMC2	0
NOP56	NOP56	55
IDH3B	IDH3B	104
RP4-686C3.7	RP4-686C3.7	0
EBF4	EBF4	1
CPXM1	CPXM1	0
TMEM239	TMEM239	0
TMEM239.1	TMEM239.1	0
C20orf141	C20orf141	0
PCED1A	PCED1A	12
VPS16	VPS16	22
PTPRA	PTPRA	33
GNRH2	GNRH2	0
MRPS26	MRPS26	71
OXT	OXT	5
AVP	AVP	0
UBOX5-AS1	UBOX5-AS1	0
UBOX5	UBOX5	4
FASTKD5	FASTKD5	3
LZTS3	LZTS3	0
DDRGK1	DDRGK1	62
ITPA	ITPA	72
SLC4A11	SLC4A11	0
C20orf194	C20orf194	2
ATRN	ATRN	5
GFRA4	GFRA4	0
ADAM33	ADAM33	0
SIGLEC1	SIGLEC1	0
HSPA12B	HSPA12B	0
C20orf27	C20orf27	67
SPEF1	SPEF1	0
CENPB	CENPB	1
CDC25B	CDC25B	47
AP5S1	AP5S1	10
MAVS	MAVS	7
RP11-119B16.2	RP11-119B16.2	6
PANK2	PANK2	28
RNF24	RNF24	1
RP11-352D3.2	RP11-352D3.2	0
SMOX	SMOX	0
RP4-779E11.3	RP4-779E11.3	0
ADRA1D	ADRA1D	0
RP11-307O10.1	RP11-307O10.1	0
RP5-1164C1.2	RP5-1164C1.2	0
PRNP	PRNP	38
PRND	PRND	0
PRNT	PRNT	0
RASSF2	RASSF2	10
SLC23A2	SLC23A2	1
TMEM230	TMEM230	166
PCNA	PCNA	18
CDS2	CDS2	21
PROKR2	PROKR2	0
LINC00658	LINC00658	0
RP5-828H9.1	RP5-828H9.1	0
LINC00654	LINC00654	0
RP5-1022P6.7	RP5-1022P6.7	0
RP5-1022P6.4	RP5-1022P6.4	0
RP5-1022P6.5	RP5-1022P6.5	0
GPCPD1	GPCPD1	18
C20orf196	C20orf196	15
CHGB	CHGB	0
TRMT6	TRMT6	12
MCM8	MCM8	4
CRLS1	CRLS1	25
LRRN4	LRRN4	0
FERMT1	FERMT1	0
CASC20	CASC20	0
RP5-859D4.3	RP5-859D4.3	0
BMP2	BMP2	0
RP4-764O22.1	RP4-764O22.1	0
RP4-764O22.2	RP4-764O22.2	0
RP11-19D2.1	RP11-19D2.1	0
RP11-19D2.2	RP11-19D2.2	0
RP5-988G17.1	RP5-988G17.1	0
HAO1	HAO1	0
TMX4	TMX4	41
RP5-971N18.3	RP5-971N18.3	0
PLCB1	PLCB1	0
PLCB4	PLCB4	0
RP5-1119D9.4	RP5-1119D9.4	0
LAMP5	LAMP5	0
PAK7	PAK7	0
RP5-986I17.2	RP5-986I17.2	0
RP5-839B4.8	RP5-839B4.8	0
ANKEF1	ANKEF1	1
SNAP25-AS1	SNAP25-AS1	0
RP11-416N4.4	RP11-416N4.4	0
RP11-416N4.1	RP11-416N4.1	0
SNAP25	SNAP25	0
MKKS	MKKS	50
SLX4IP	SLX4IP	2
JAG1	JAG1	0
RP11-103J8.1	RP11-103J8.1	0
RP1-278O22.1	RP1-278O22.1	0
RP1-278O22.2	RP1-278O22.2	0
RP4-697P8.3	RP4-697P8.3	0
RP11-103J8.2	RP11-103J8.2	0
C20orf187	C20orf187	0
RP4-734C18.1	RP4-734C18.1	0
RP11-268G13.1	RP11-268G13.1	0
LINC00687	LINC00687	0
BTBD3	BTBD3	0
RP4-742J24.2	RP4-742J24.2	0
RP4-796I8.1	RP4-796I8.1	0
RP11-102J14.1	RP11-102J14.1	0
RP5-1069C8.2	RP5-1069C8.2	0
RP5-1069C8.3	RP5-1069C8.3	0
RP11-157E14.1	RP11-157E14.1	0
SPTLC3	SPTLC3	0
ISM1	ISM1	2
ISM1-AS1	ISM1-AS1	0
RP5-1077I2.3	RP5-1077I2.3	0
TASP1	TASP1	12
ESF1	ESF1	17
NDUFAF5	NDUFAF5	9
SEL1L2	SEL1L2	0
MACROD2	MACROD2	8
FLRT3	FLRT3	0
MACROD2-AS1	MACROD2-AS1	0
RP5-974N19.1	RP5-974N19.1	0
RP11-388K2.1	RP11-388K2.1	0
KIF16B	KIF16B	1
RP4-705D16.3	RP4-705D16.3	0
SNRPB2	SNRPB2	82
OTOR	OTOR	0
RP5-1195D24.1	RP5-1195D24.1	0
PCSK2	PCSK2	0
BFSP1	BFSP1	1
DSTN	DSTN	73
RRBP1	RRBP1	15
BANF2	BANF2	0
RP5-905G11.3	RP5-905G11.3	0
SNX5	SNX5	45
OVOL2	OVOL2	0
MGME1	MGME1	25
RP4-726N1.2	RP4-726N1.2	0
PET117	PET117	33
CSRP2BP	CSRP2BP	5
ZNF133	ZNF133	4
RP4-568F9.3	RP4-568F9.3	0
RP4-568F9.6	RP4-568F9.6	0
LINC00851	LINC00851	0
DZANK1	DZANK1	0
POLR3F	POLR3F	11
RBBP9	RBBP9	1
SEC23B	SEC23B	10
LINC00493	LINC00493	104
DTD1	DTD1	46
RP11-379J5.5	RP11-379J5.5	0
LINC00652	LINC00652	0
RP5-1068E13.7	RP5-1068E13.7	9
C20orf78	C20orf78	0
SCP2D1	SCP2D1	0
SLC24A3	SLC24A3	0
RP11-97N19.2	RP11-97N19.2	0
RP5-1027G4.3	RP5-1027G4.3	0
AL121761.2	AL121761.2	0
RP1-122P22.2	RP1-122P22.2	0
RIN2	RIN2	0
NAA20	NAA20	37
CRNKL1	CRNKL1	15
C20orf26	C20orf26	0
RP5-1002M8.4	RP5-1002M8.4	0
RP5-1178H5.2	RP5-1178H5.2	0
RP5-1096J16.1	RP5-1096J16.1	0
INSM1	INSM1	0
RALGAPA2	RALGAPA2	0
RP5-1177M21.1	RP5-1177M21.1	0
LINC00237	LINC00237	0
RP5-872K7.7	RP5-872K7.7	0
RP4-777D9.2	RP4-777D9.2	0
XRN2	XRN2	54
NKX2-4	NKX2-4	0
RP11-227D2.3	RP11-227D2.3	0
NKX2-2	NKX2-2	0
NKX2-2-AS1	NKX2-2-AS1	0
RP5-984P4.4	RP5-984P4.4	0
PAX1	PAX1	0
RP5-1185K9.1	RP5-1185K9.1	0
RP11-125P18.1	RP11-125P18.1	0
RP5-1097P24.1	RP5-1097P24.1	0
RP5-828K20.2	RP5-828K20.2	0
RP5-1004I9.1	RP5-1004I9.1	0
LINC00261	LINC00261	0
FOXA2	FOXA2	0
RP4-788L20.3	RP4-788L20.3	0
RP11-359G22.2	RP11-359G22.2	0
RP4-753D10.5	RP4-753D10.5	0
SSTR4	SSTR4	0
THBD	THBD	0
CD93	CD93	0
LINC00656	LINC00656	0
RP4-737E23.2	RP4-737E23.2	0
RP3-322G13.7	RP3-322G13.7	0
AL096677.1	AL096677.1	0
NXT1	NXT1	73
RP3-322G13.5	RP3-322G13.5	5
GZF1	GZF1	3
NAPB	NAPB	4
CSTL1	CSTL1	0
CST11	CST11	0
CST8	CST8	0
RP3-333B15.4	RP3-333B15.4	0
CST9L	CST9L	0
CST9	CST9	0
CST3	CST3	3
RP11-218C14.8	RP11-218C14.8	0
RP11-218C14.5	RP11-218C14.5	0
CST4	CST4	0
CST1	CST1	0
XXyac-YX60D10.1	XXyac-YX60D10.1	0
CST2	CST2	0
CST5	CST5	0
GGTLC1	GGTLC1	0
RP5-1100I6.1	RP5-1100I6.1	0
RP5-1100I6.2	RP5-1100I6.2	0
RP4-564O4.1	RP4-564O4.1	0
SYNDIG1	SYNDIG1	0
RP11-526K17.2	RP11-526K17.2	0
RP5-860P4.2	RP5-860P4.2	0
CST7	CST7	39
APMAP	APMAP	34
ACSS1	ACSS1	22
VSX1	VSX1	0
RP4-738P15.1	RP4-738P15.1	0
ENTPD6	ENTPD6	9
AL035252.1	AL035252.1	0
PYGB	PYGB	4
ABHD12	ABHD12	14
GINS1	GINS1	1
NINL	NINL	0
NANP	NANP	1
ZNF337-AS1	ZNF337-AS1	1
ZNF337	ZNF337	3
RP13-401N8.1	RP13-401N8.1	0
FAM182B	FAM182B	0
RP4-760C5.5	RP4-760C5.5	0
RP4-760C5.3	RP4-760C5.3	0
RP13-329D4.3	RP13-329D4.3	0
RP3-410C9.2	RP3-410C9.2	0
RP4-610C12.4	RP4-610C12.4	0
RP4-610C12.3	RP4-610C12.3	0
RP4-610C12.1	RP4-610C12.1	0
FRG1B	FRG1B	27
DEFB115	DEFB115	0
DEFB116	DEFB116	0
DEFB118	DEFB118	0
DEFB119	DEFB119	0
DEFB121	DEFB121	0
DEFB123	DEFB123	0
DEFB124	DEFB124	0
REM1	REM1	0
LINC00028	LINC00028	0
HM13	HM13	44
HM13-AS1	HM13-AS1	0
ID1	ID1	7
COX4I2	COX4I2	0
BCL2L1	BCL2L1	8
RP11-243J16.7	RP11-243J16.7	1
AL160175.1	AL160175.1	0
TPX2	TPX2	0
MYLK2	MYLK2	0
FOXS1	FOXS1	0
DUSP15	DUSP15	0
TTLL9	TTLL9	0
PDRG1	PDRG1	43
XKR7	XKR7	0
CCM2L	CCM2L	0
RP1-310O13.7	RP1-310O13.7	0
HCK	HCK	16
TM9SF4	TM9SF4	9
PLAGL2	PLAGL2	0
POFUT1	POFUT1	6
KIF3B	KIF3B	9
ASXL1	ASXL1	29
C20orf112	C20orf112	8
RP5-1184F4.5	RP5-1184F4.5	0
RP11-410N8.3	RP11-410N8.3	0
RP11-410N8.1	RP11-410N8.1	0
RP11-410N8.4	RP11-410N8.4	0
C20orf203	C20orf203	0
COMMD7	COMMD7	76
DNMT3B	DNMT3B	0
MAPRE1	MAPRE1	45
RP5-1085F17.4	RP5-1085F17.4	0
RP5-1085F17.3	RP5-1085F17.3	0
EFCAB8	EFCAB8	0
SUN5	SUN5	0
BPIFB2	BPIFB2	0
BPIFB6	BPIFB6	0
BPIFB3	BPIFB3	0
BPIFB4	BPIFB4	0
BPIFA2	BPIFA2	0
RP11-49G10.3	RP11-49G10.3	0
BPIFA3	BPIFA3	0
AL121901.1	AL121901.1	0
BPIFA1	BPIFA1	0
BPIFB1	BPIFB1	0
CDK5RAP1	CDK5RAP1	8
SNTA1	SNTA1	7
CBFA2T2	CBFA2T2	28
RP1-63M2.6	RP1-63M2.6	0
NECAB3	NECAB3	3
C20orf144	C20orf144	0
ACTL10	ACTL10	4
RP1-63M2.5	RP1-63M2.5	0
E2F1	E2F1	3
PXMP4	PXMP4	7
RP4-553F4.2	RP4-553F4.2	0
ZNF341	ZNF341	4
RP4-553F4.6	RP4-553F4.6	0
CHMP4B	CHMP4B	54
RP5-1125A11.1	RP5-1125A11.1	2
RALY	RALY	119
RP5-1125A11.4	RP5-1125A11.4	0
RP1-64K7.4	RP1-64K7.4	0
EIF2S2	EIF2S2	114
ASIP	ASIP	0
AHCY	AHCY	31
ITCH	ITCH	0
ITCH-AS1	ITCH-AS1	0
DYNLRB1	DYNLRB1	162
MAP1LC3A	MAP1LC3A	10
PIGU	PIGU	6
NCOA6	NCOA6	3
TP53INP2	TP53INP2	1
GGT7	GGT7	8
ACSS2	ACSS2	7
GSS	GSS	10
